"event","time","long","lat","speed","height","stage","tag"
1583639060,2012-04-05 03:00:00,-121.557170000538,38.6095000001568,0,30,"preHatching","105923"
1583646900,2012-04-05 03:00:00,-121.611669999602,38.6946699999269,0,30,"preHatching","105930"
1583639061,2012-04-05 16:00:00,-121.557172908981,38.6093313850199,1.02888,30,"preHatching","105923"
1583646901,2012-04-05 16:00:00,-121.604000000597,38.6840026674694,0,30,"preHatching","105930"
1583651142,2012-04-05 16:00:00,-121.593490972383,38.7589927727634,0,30,"preHatching","105936"
1583639062,2012-04-05 17:00:00,-121.557670000374,38.6104999995856,8.74548,30,"preHatching","105923"
1583646902,2012-04-05 17:00:00,-121.604169999895,38.6845000002853,4.62996,30,"preHatching","105930"
1583639063,2012-04-05 18:00:00,-121.556829999631,38.6090000001251,0,30,"preHatching","105923"
1583646903,2012-04-05 18:00:00,-121.602669999625,38.684329999972,11.31768,30,"preHatching","105930"
1583651143,2012-04-05 18:00:00,-121.600169999757,38.7598300001218,3.60108,30,"preHatching","105936"
1583639064,2012-04-05 19:00:00,-121.567999999969,38.6108299996841,11.83212,250,"preHatching","105923"
1583646904,2012-04-05 19:00:00,-121.606995146154,38.6851622510835,0,40,"preHatching","105930"
1583639065,2012-04-05 20:00:00,-121.557168479141,38.6093223585764,0,150,"preHatching","105923"
1583646905,2012-04-05 20:00:00,-121.603988718306,38.6839984875299,0,30,"preHatching","105930"
1583651144,2012-04-05 20:00:00,-121.537170000055,38.7588300002714,13.88988,170,"preHatching","105936"
1583639066,2012-04-05 21:00:00,-121.629499999749,38.5801700004153,1.54332,120,"preHatching","105923"
1583646906,2012-04-05 21:00:00,-121.604002746505,38.6840005882106,0,30,"preHatching","105930"
1583646907,2012-04-05 22:00:00,-121.603499999482,38.6823300001813,4.11552,70,"preHatching","105930"
1583651145,2012-04-05 22:00:00,-121.521669999623,38.7535000000031,0,30,"preHatching","105936"
1583646908,2012-04-05 23:00:00,-121.608670000016,38.6826699999259,2.5722,240,"preHatching","105930"
1583646909,2012-04-06 00:00:00,-121.604169999849,38.6833299996523,7.7166,70,"preHatching","105930"
1583651146,2012-04-06 00:00:00,-121.593659637721,38.7590064451412,0,80,"preHatching","105936"
1583639068,2012-04-06 01:00:00,-121.602169999709,38.6646699998109,2.5722,80,"preHatching","105923"
1583646910,2012-04-06 01:00:00,-121.60833000009,38.6858300003558,0,30,"preHatching","105930"
1583639069,2012-04-06 02:00:00,-121.55416999981,38.6096699999812,0,80,"preHatching","105923"
1583646911,2012-04-06 02:00:00,-121.608323467764,38.686007901302,0,30,"preHatching","105930"
1583651147,2012-04-06 02:00:00,-121.592330000022,38.7588299997041,0,90,"preHatching","105936"
1583639070,2012-04-06 03:00:00,-121.552830000531,38.6101700001859,2.5722,80,"preHatching","105923"
1583646912,2012-04-06 03:00:00,-121.608170000062,38.6853299996753,0,30,"preHatching","105930"
1583639071,2012-04-06 16:00:00,-121.557499999655,38.6091699997622,0,30,"preHatching","105923"
1583646913,2012-04-06 16:00:00,-121.603989932495,38.6828337047089,0,30,"preHatching","105930"
1583651148,2012-04-06 16:00:00,-121.593666258711,38.7590020210527,0,40,"preHatching","105936"
1583639072,2012-04-06 17:00:00,-121.558169999934,38.6100000001915,0,30,"preHatching","105923"
1583646914,2012-04-06 17:00:00,-121.604829999454,38.6846700003265,6.17328,60,"preHatching","105930"
1583639073,2012-04-06 18:00:00,-121.55766999982,38.6091699996048,4.62996,130,"preHatching","105923"
1583646915,2012-04-06 18:00:00,-121.606006538811,38.68467412355,5.65884,100,"preHatching","105930"
1583651149,2012-04-06 18:00:00,-121.594000000059,38.7576699996009,8.23104,120,"preHatching","105936"
1583639074,2012-04-06 19:00:00,-121.557660793749,38.6093215158718,0,50,"preHatching","105923"
1583646916,2012-04-06 19:00:00,-121.606830000499,38.6841699997167,3.60108,120,"preHatching","105930"
1583639075,2012-04-06 20:00:00,-121.557670000059,38.6096700000649,0,50,"preHatching","105923"
1583646917,2012-04-06 20:00:00,-121.605329999893,38.6858300003707,0,30,"preHatching","105930"
1583651150,2012-04-06 20:00:00,-121.586830000109,38.7573300003395,7.7166,300,"preHatching","105936"
1583639076,2012-04-06 21:00:00,-121.557829999891,38.6089999998705,0,70,"preHatching","105923"
1583646918,2012-04-06 21:00:00,-121.606499999573,38.6864999996086,5.1444,200,"preHatching","105930"
1583639077,2012-04-06 22:00:00,-121.574670000498,38.6090000000362,2.05776,120,"preHatching","105923"
1583646919,2012-04-06 22:00:00,-121.607996523378,38.6856694202915,0,30,"preHatching","105930"
1583651151,2012-04-06 22:00:00,-121.594499999668,38.7579999996649,0,30,"preHatching","105936"
1583639078,2012-04-06 23:00:00,-121.555170000448,38.6098299996113,7.7166,30,"preHatching","105923"
1583646920,2012-04-06 23:00:00,-121.606829999732,38.6838299995668,7.7166,190,"preHatching","105930"
1583639079,2012-04-07 00:00:00,-121.557500000471,38.610000000243,11.31768,300,"preHatching","105923"
1583646921,2012-04-07 00:00:00,-121.604829999932,38.6851699996822,0.51444,30,"preHatching","105930"
1583651152,2012-04-07 00:00:00,-121.595330000254,38.7590000004014,0,50,"preHatching","105936"
1583639080,2012-04-07 01:00:00,-121.549829999876,38.6146700001371,6.17328,110,"preHatching","105923"
1583646922,2012-04-07 01:00:00,-121.604838740741,38.6851632605088,0,30,"preHatching","105930"
1583639081,2012-04-07 02:00:00,-121.553500000235,38.6091700003105,0,120,"preHatching","105923"
1583646923,2012-04-07 02:00:00,-121.604835252109,38.6851751644795,0,30,"preHatching","105930"
1583651153,2012-04-07 02:00:00,-121.593500000556,38.7591700000444,0,30,"preHatching","105936"
1583639082,2012-04-07 03:00:00,-121.553669999549,38.6094999995742,0,80,"preHatching","105923"
1583646924,2012-04-07 03:00:00,-121.607999999879,38.6848299995529,0,50,"preHatching","105930"
1583639083,2012-04-07 16:00:00,-121.557830000296,38.6105000002899,0,70,"preHatching","105923"
1583646925,2012-04-07 16:00:00,-121.604002639765,38.6838289168173,0,30,"preHatching","105930"
1583651154,2012-04-07 16:00:00,-121.594830000442,38.758499999727,0,30,"preHatching","105936"
1583639084,2012-04-07 17:00:00,-121.576829999724,38.6096699996573,2.5722,60,"preHatching","105923"
1583646926,2012-04-07 17:00:00,-121.603999999467,38.6836699996123,9.77436,110,"preHatching","105930"
1583639085,2012-04-07 18:00:00,-121.567999999712,38.6106699999118,5.1444,30,"preHatching","105923"
1583646927,2012-04-07 18:00:00,-121.608341210937,38.6859988984915,0,30,"preHatching","105930"
1583651155,2012-04-07 18:00:00,-121.580669999969,38.7605000002423,7.20216,30,"preHatching","105936"
1583639086,2012-04-07 19:00:00,-121.557169999577,38.6105000000159,8.74548,100,"preHatching","105923"
1583646928,2012-04-07 19:00:00,-121.608329999713,38.6851699997209,9.25992,90,"preHatching","105930"
1583639087,2012-04-07 20:00:00,-121.575669999487,38.6161699999228,2.05776,70,"preHatching","105923"
1583646929,2012-04-07 20:00:00,-121.601500000002,38.6849999998192,8.23104,80,"preHatching","105930"
1583651156,2012-04-07 20:00:00,-121.586169999685,38.7590000001849,5.1444,100,"preHatching","105936"
1583639088,2012-04-07 21:00:00,-121.571999999643,38.609999999656,0,30,"preHatching","105923"
1583646930,2012-04-07 21:00:00,-121.603999999874,38.6868300000322,5.1444,60,"preHatching","105930"
1583639089,2012-04-07 22:00:00,-121.568829999489,38.6133300003177,6.17328,250,"preHatching","105923"
1583646931,2012-04-07 22:00:00,-121.603170000492,38.6861699999107,7.20216,30,"preHatching","105930"
